이름,WAR,G,타석,타수,득점,안타,X2타,X3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC,WPA,target,WAR_min_max,WPA_min_max,wRC_min_max,OPS_min_max,타수1,득점1,안타1,X2타1,X3타1,홈런1,루타1,타점1,도루1,도실1,볼넷1,사구1,고41,삼진1,병살1,희타1,희비1
오준혁,0.15,47.0,144.0,132.0,18.0,35.0,8.0,4.0,2.0,57.0,15.0,1.0,2.0,9.0,1.0,0.0,38.0,2.0,2.0,0.0,0.265,0.317,0.432,0.749,0.33,80.3,-0.92,4200.0,0.05545617173524149,0.10174717368961972,0.5836968375136314,0.5815217391304348,0.9166666666666666,0.125,0.24305555555555555,0.05555555555555555,0.027777777777777776,0.013888888888888888,0.3958333333333333,0.10416666666666667,0.006944444444444444,0.013888888888888888,0.0625,0.006944444444444444,0.0,0.2638888888888889,0.013888888888888888,0.013888888888888888,0.0
김원섭,0.08,37.0,90.0,73.0,10.0,16.0,5.0,0.0,0.0,21.0,12.0,1.0,0.0,15.0,0.0,0.0,16.0,2.0,1.0,1.0,0.219,0.348,0.288,0.636,0.311,67.8,0.38,9000.0,0.04919499105545616,0.23535457348406988,0.549618320610687,0.49378881987577644,0.8111111111111111,0.1111111111111111,0.17777777777777778,0.05555555555555555,0.0,0.0,0.23333333333333334,0.13333333333333333,0.011111111111111112,0.0,0.16666666666666666,0.0,0.0,0.17777777777777778,0.022222222222222223,0.011111111111111112,0.011111111111111112
히메네스,4.85,135.0,579.0,523.0,101.0,161.0,36.0,0.0,26.0,275.0,102.0,18.0,9.0,39.0,10.0,2.0,67.0,8.0,1.0,6.0,0.308,0.363,0.526,0.889,0.388,126.8,2.54,70000.0,0.47584973166368505,0.4573484069886947,0.7104689203925845,0.6902173913043479,0.9032815198618307,0.17443868739205526,0.27806563039723664,0.06217616580310881,0.0,0.044905008635578586,0.4749568221070812,0.17616580310880828,0.031088082901554404,0.015544041450777202,0.06735751295336788,0.017271157167530225,0.0034542314335060447,0.1157167530224525,0.013816925734024179,0.0017271157167530224,0.010362694300518135
오지환,4.16,121.0,472.0,393.0,73.0,110.0,14.0,5.0,20.0,194.0,78.0,17.0,9.0,65.0,7.0,0.0,97.0,7.0,2.0,5.0,0.28,0.387,0.494,0.881,0.391,126.6,1.98,35000.0,0.4141323792486583,0.3997944501541624,0.7099236641221374,0.6840062111801243,0.8326271186440678,0.15466101694915255,0.2330508474576271,0.029661016949152543,0.01059322033898305,0.0423728813559322,0.4110169491525424,0.1652542372881356,0.036016949152542374,0.019067796610169493,0.13771186440677965,0.014830508474576272,0.0,0.2055084745762712,0.014830508474576272,0.00423728813559322,0.01059322033898305
박용택,2.96,138.0,578.0,509.0,84.0,176.0,24.0,0.0,11.0,233.0,90.0,6.0,6.0,58.0,4.0,5.0,71.0,13.0,0.0,7.0,0.346,0.412,0.458,0.87,0.397,126.9,3.59,80000.0,0.30679785330948117,0.5652620760534429,0.7107415485278081,0.6754658385093167,0.8806228373702422,0.1453287197231834,0.3044982698961938,0.04152249134948097,0.0,0.01903114186851211,0.4031141868512111,0.15570934256055363,0.010380622837370242,0.010380622837370242,0.10034602076124567,0.006920415224913495,0.00865051903114187,0.12283737024221453,0.02249134948096886,0.0,0.012110726643598616
채은성,2.01,128.0,451.0,403.0,64.0,126.0,20.0,3.0,9.0,179.0,81.0,7.0,3.0,31.0,7.0,0.0,75.0,9.0,2.0,8.0,0.313,0.365,0.444,0.809,0.365,105.6,2.75,16000.0,0.22182468694096596,0.47893114080164434,0.6526717557251909,0.6281055900621119,0.893569844789357,0.1419068736141907,0.2793791574279379,0.04434589800443459,0.0066518847006651885,0.019955654101995565,0.3968957871396896,0.17960088691796008,0.015521064301552107,0.0066518847006651885,0.06873614190687362,0.015521064301552107,0.0,0.1662971175166297,0.019955654101995565,0.004434589800443459,0.017738359201773836
김용의,1.8,105.0,347.0,308.0,62.0,98.0,18.0,4.0,1.0,127.0,20.0,19.0,7.0,35.0,0.0,0.0,64.0,6.0,4.0,0.0,0.318,0.388,0.412,0.8,0.369,104.7,0.97,12000.0,0.20304114490161,0.2959917780061665,0.6502181025081788,0.6211180124223603,0.8876080691642652,0.1786743515850144,0.2824207492795389,0.05187319884726225,0.011527377521613832,0.002881844380403458,0.3659942363112392,0.05763688760806916,0.05475504322766571,0.020172910662824207,0.10086455331412104,0.0,0.0,0.1844380403458213,0.01729106628242075,0.011527377521613832,0.0
손주인,1.61,122.0,409.0,354.0,47.0,114.0,20.0,3.0,2.0,146.0,39.0,5.0,4.0,33.0,6.0,0.0,35.0,6.0,12.0,4.0,0.322,0.385,0.412,0.798,0.36,100.1,0.08,20000.0,0.18604651162790697,0.20452209660842754,0.6376772082878953,0.6195652173913044,0.8655256723716381,0.11491442542787286,0.2787286063569682,0.0488997555012225,0.007334963325183374,0.004889975550122249,0.3569682151589242,0.09535452322738386,0.012224938875305624,0.009779951100244499,0.08068459657701711,0.014669926650366748,0.0,0.08557457212713937,0.014669926650366748,0.029339853300733496,0.009779951100244499
정성훈,1.37,126.0,418.0,370.0,58.0,119.0,22.0,1.0,6.0,161.0,64.0,8.0,4.0,33.0,5.0,1.0,59.0,9.0,5.0,5.0,0.322,0.38,0.435,0.815,0.369,107.7,0.83,2700.0,0.16457960644007155,0.2816032887975334,0.6583969465648856,0.6327639751552795,0.8851674641148325,0.13875598086124402,0.284688995215311,0.05263157894736842,0.0023923444976076554,0.014354066985645933,0.38516746411483255,0.15311004784688995,0.019138755980861243,0.009569377990430622,0.07894736842105263,0.011961722488038277,0.0023923444976076554,0.14114832535885166,0.0215311004784689,0.011961722488038277,0.011961722488038277
정성훈,1.37,126.0,418.0,370.0,58.0,119.0,22.0,1.0,6.0,161.0,64.0,8.0,4.0,33.0,5.0,1.0,59.0,9.0,5.0,5.0,0.322,0.38,0.435,0.815,0.369,107.7,0.83,30000.0,0.16457960644007155,0.2816032887975334,0.6583969465648856,0.6327639751552795,0.8851674641148325,0.13875598086124402,0.284688995215311,0.05263157894736842,0.0023923444976076554,0.014354066985645933,0.38516746411483255,0.15311004784688995,0.019138755980861243,0.009569377990430622,0.07894736842105263,0.011961722488038277,0.0023923444976076554,0.14114832535885166,0.0215311004784689,0.011961722488038277,0.011961722488038277
이병규,1.18,103.0,350.0,290.0,43.0,79.0,12.0,2.0,7.0,116.0,37.0,8.0,5.0,47.0,10.0,1.0,81.0,4.0,0.0,3.0,0.272,0.389,0.4,0.789,0.368,108.1,1.14,12000.0,0.14758497316636848,0.3134635149023638,0.6594874591057798,0.6125776397515529,0.8285714285714286,0.12285714285714286,0.2257142857142857,0.03428571428571429,0.005714285714285714,0.02,0.3314285714285714,0.10571428571428572,0.022857142857142857,0.014285714285714285,0.13428571428571429,0.02857142857142857,0.002857142857142857,0.23142857142857143,0.011428571428571429,0.0,0.008571428571428572
이천웅,0.82,103.0,320.0,276.0,38.0,81.0,10.0,1.0,6.0,111.0,41.0,6.0,9.0,34.0,3.0,0.0,49.0,3.0,6.0,1.0,0.293,0.376,0.402,0.778,0.356,100.0,1.13,9300.0,0.11538461538461536,0.3124357656731757,0.6374045801526718,0.6040372670807453,0.8625,0.11875,0.253125,0.03125,0.003125,0.01875,0.346875,0.128125,0.01875,0.028125,0.10625,0.009375,0.0,0.153125,0.009375,0.01875,0.003125
문선재,0.79,52.0,127.0,111.0,28.0,32.0,3.0,2.0,7.0,60.0,16.0,5.0,0.0,10.0,0.0,0.0,29.0,1.0,5.0,1.0,0.288,0.344,0.541,0.885,0.367,112.2,0.01,8000.0,0.11270125223613595,0.197327852004111,0.6706652126499455,0.687111801242236,0.8740157480314961,0.2204724409448819,0.25196850393700787,0.023622047244094488,0.015748031496062992,0.05511811023622047,0.47244094488188976,0.12598425196850394,0.03937007874015748,0.0,0.07874015748031496,0.0,0.0,0.2283464566929134,0.007874015748031496,0.03937007874015748,0.007874015748031496
유강남,0.78,100.0,297.0,263.0,28.0,70.0,7.0,0.0,8.0,101.0,47.0,0.0,0.0,17.0,7.0,0.0,48.0,6.0,4.0,6.0,0.266,0.321,0.384,0.705,0.317,76.5,1.1,10000.0,0.11180679785330946,0.30935251798561153,0.5733369683751364,0.547360248447205,0.8855218855218855,0.09427609427609428,0.2356902356902357,0.02356902356902357,0.0,0.026936026936026935,0.3400673400673401,0.15824915824915825,0.0,0.0,0.05723905723905724,0.02356902356902357,0.0,0.16161616161616163,0.020202020202020204,0.013468013468013467,0.020202020202020204
서상우,0.47,56.0,137.0,111.0,18.0,28.0,5.0,0.0,4.0,45.0,12.0,1.0,0.0,25.0,1.0,1.0,37.0,1.0,0.0,0.0,0.252,0.394,0.405,0.8,0.372,112.9,0.41,5500.0,0.08407871198568871,0.23843782117163412,0.6725736095965105,0.6211180124223603,0.8102189781021898,0.13138686131386862,0.20437956204379562,0.0364963503649635,0.0,0.029197080291970802,0.3284671532846715,0.08759124087591241,0.0072992700729927005,0.0,0.18248175182481752,0.0072992700729927005,0.0072992700729927005,0.27007299270072993,0.0072992700729927005,0.0,0.0
백창수,0.22,10.0,21.0,18.0,4.0,6.0,2.0,0.0,1.0,11.0,3.0,0.0,1.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.333,0.429,0.611,1.04,0.454,169.6,0.35,4200.0,0.06171735241502682,0.23227132579650564,0.8271537622682661,0.8074534161490684,0.8571428571428571,0.19047619047619047,0.2857142857142857,0.09523809523809523,0.0,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,0.2857142857142857,0.047619047619047616,0.0,0.0
양석환,0.06,80.0,215.0,203.0,24.0,56.0,10.0,1.0,6.0,86.0,37.0,3.0,0.0,6.0,1.0,0.0,48.0,1.0,3.0,2.0,0.276,0.297,0.424,0.721,0.315,74.9,0.96,9000.0,0.04740608228980321,0.2949640287769784,0.5689749182115594,0.5597826086956522,0.9441860465116279,0.11162790697674418,0.26046511627906976,0.046511627906976744,0.004651162790697674,0.027906976744186046,0.4,0.17209302325581396,0.013953488372093023,0.0,0.027906976744186046,0.004651162790697674,0.0,0.22325581395348837,0.004651162790697674,0.013953488372093023,0.009302325581395349
안익훈,0.02,68.0,52.0,45.0,13.0,12.0,0.0,1.0,0.0,14.0,4.0,1.0,1.0,6.0,0.0,0.0,9.0,0.0,1.0,0.0,0.267,0.353,0.311,0.664,0.316,68.7,-0.19,5000.0,0.043828264758497305,0.17677286742034942,0.552071973827699,0.5155279503105591,0.8653846153846154,0.25,0.23076923076923078,0.0,0.019230769230769232,0.0,0.2692307692307692,0.07692307692307693,0.019230769230769232,0.019230769230769232,0.11538461538461539,0.0,0.0,0.17307692307692307,0.0,0.019230769230769232,0.0
이형종,0.0,61.0,147.0,124.0,14.0,35.0,4.0,2.0,1.0,46.0,14.0,1.0,0.0,15.0,2.0,0.0,20.0,3.0,5.0,1.0,0.282,0.366,0.371,0.737,0.335,83.6,-0.16,6000.0,0.042039355992844356,0.17985611510791366,0.5926935659760088,0.5722049689440993,0.8435374149659864,0.09523809523809523,0.23809523809523808,0.027210884353741496,0.013605442176870748,0.006802721088435374,0.3129251700680272,0.09523809523809523,0.006802721088435374,0.0,0.10204081632653061,0.013605442176870748,0.0,0.1360544217687075,0.02040816326530612,0.034013605442176874,0.006802721088435374
박재욱,-0.07,26.0,50.0,47.0,5.0,12.0,2.0,0.0,0.0,14.0,4.0,0.0,0.0,2.0,0.0,0.0,9.0,3.0,1.0,0.0,0.255,0.286,0.298,0.584,0.27,40.7,-0.22,3500.0,0.035778175313059025,0.17368961973278518,0.47573609596510363,0.45341614906832295,0.94,0.1,0.24,0.04,0.0,0.0,0.28,0.08,0.0,0.0,0.04,0.0,0.0,0.18,0.06,0.02,0.0
최정,5.82,141.0,606.0,500.0,106.0,144.0,24.0,1.0,40.0,290.0,106.0,1.0,2.0,77.0,23.0,2.0,126.0,6.0,0.0,6.0,0.288,0.403,0.58,0.983,0.425,140.7,3.24,120000.0,0.5626118067978533,0.5292908530318602,0.7483642311886587,0.7631987577639752,0.8250825082508251,0.17491749174917492,0.2376237623762376,0.039603960396039604,0.0016501650165016502,0.066006600660066,0.47854785478547857,0.17491749174917492,0.0016501650165016502,0.0033003300330033004,0.12706270627062707,0.037953795379537955,0.0033003300330033004,0.2079207920792079,0.009900990099009901,0.0,0.009900990099009901
김성현,2.29,138.0,530.0,479.0,66.0,153.0,28.0,0.0,8.0,205.0,65.0,3.0,3.0,33.0,6.0,0.0,37.0,13.0,5.0,7.0,0.319,0.366,0.428,0.794,0.36,100.8,1.49,28000.0,0.24686940966010731,0.3494347379239465,0.6395856052344602,0.6164596273291926,0.9037735849056604,0.12452830188679245,0.28867924528301886,0.052830188679245285,0.0,0.01509433962264151,0.3867924528301887,0.12264150943396226,0.005660377358490566,0.005660377358490566,0.062264150943396226,0.011320754716981131,0.0,0.06981132075471698,0.024528301886792454,0.009433962264150943,0.013207547169811321
김강민,2.19,115.0,422.0,366.0,59.0,109.0,21.0,0.0,10.0,160.0,47.0,12.0,5.0,32.0,12.0,2.0,89.0,5.0,10.0,2.0,0.298,0.371,0.437,0.809,0.36,100.7,-0.14,60000.0,0.23792486583184255,0.18191161356628982,0.6393129770992367,0.6281055900621119,0.8672985781990521,0.13981042654028436,0.25829383886255924,0.04976303317535545,0.0,0.023696682464454975,0.3791469194312796,0.11137440758293839,0.02843601895734597,0.011848341232227487,0.07582938388625593,0.02843601895734597,0.004739336492890996,0.2109004739336493,0.011848341232227487,0.023696682464454975,0.004739336492890996
정의윤,2.0,144.0,616.0,576.0,68.0,179.0,32.0,1.0,27.0,294.0,100.0,2.0,3.0,25.0,10.0,3.0,76.0,15.0,0.0,5.0,0.311,0.347,0.51,0.858,0.375,109.8,3.19,30000.0,0.2209302325581395,0.5241521068859198,0.6641221374045801,0.6661490683229814,0.935064935064935,0.11038961038961038,0.2905844155844156,0.05194805194805195,0.0016233766233766235,0.04383116883116883,0.4772727272727273,0.16233766233766234,0.003246753246753247,0.00487012987012987,0.040584415584415584,0.016233766233766232,0.00487012987012987,0.12337662337662338,0.024350649350649352,0.0,0.008116883116883116
이재원,1.93,130.0,472.0,411.0,49.0,119.0,15.0,0.0,15.0,179.0,64.0,1.0,5.0,43.0,9.0,3.0,76.0,15.0,2.0,7.0,0.29,0.364,0.436,0.799,0.359,99.4,0.51,35000.0,0.21466905187835417,0.2487153134635149,0.6357688113413305,0.6203416149068324,0.8707627118644068,0.1038135593220339,0.2521186440677966,0.03177966101694915,0.0,0.03177966101694915,0.3792372881355932,0.13559322033898305,0.00211864406779661,0.01059322033898305,0.09110169491525423,0.019067796610169493,0.006355932203389831,0.16101694915254236,0.03177966101694915,0.00423728813559322,0.014830508474576272
박정권,0.84,125.0,468.0,422.0,59.0,117.0,17.0,3.0,18.0,194.0,59.0,4.0,0.0,35.0,5.0,0.0,99.0,7.0,2.0,4.0,0.277,0.337,0.46,0.797,0.353,95.5,1.68,40000.0,0.11717352415026833,0.36896197327852004,0.6251363140676118,0.6187888198757765,0.9017094017094017,0.12606837606837606,0.25,0.03632478632478633,0.00641025641025641,0.038461538461538464,0.41452991452991456,0.12606837606837606,0.008547008547008548,0.0,0.07478632478632478,0.010683760683760684,0.0,0.21153846153846154,0.014957264957264958,0.004273504273504274,0.008547008547008548
최승준,0.8,76.0,231.0,199.0,31.0,53.0,5.0,0.0,19.0,115.0,42.0,0.0,0.0,28.0,3.0,1.0,66.0,5.0,0.0,1.0,0.266,0.364,0.578,0.942,0.401,124.5,0.52,6200.0,0.11359570661896243,0.24974306269270297,0.7041984732824428,0.7313664596273292,0.8614718614718615,0.1341991341991342,0.22943722943722944,0.021645021645021644,0.0,0.08225108225108226,0.49783549783549785,0.18181818181818182,0.0,0.0,0.12121212121212122,0.012987012987012988,0.004329004329004329,0.2857142857142857,0.021645021645021644,0.0,0.004329004329004329
김재현,0.78,100.0,193.0,168.0,27.0,54.0,5.0,5.0,1.0,72.0,18.0,13.0,7.0,11.0,5.0,0.0,41.0,1.0,8.0,1.0,0.321,0.378,0.429,0.807,0.356,100.7,-0.16,7000.0,0.11180679785330946,0.17985611510791366,0.6393129770992367,0.626552795031056,0.8704663212435233,0.13989637305699482,0.27979274611398963,0.025906735751295335,0.025906735751295335,0.0051813471502590676,0.37305699481865284,0.09326424870466321,0.06735751295336788,0.03626943005181347,0.05699481865284974,0.025906735751295335,0.0,0.21243523316062177,0.0051813471502590676,0.04145077720207254,0.0051813471502590676
김민식,0.64,88.0,170.0,144.0,17.0,37.0,9.0,0.0,2.0,52.0,14.0,1.0,1.0,21.0,2.0,0.0,38.0,2.0,3.0,0.0,0.257,0.359,0.361,0.72,0.335,85.2,-0.05,6000.0,0.0992844364937388,0.1911613566289825,0.5970556161395857,0.5590062111801242,0.8470588235294118,0.1,0.21764705882352942,0.052941176470588235,0.0,0.011764705882352941,0.3058823529411765,0.08235294117647059,0.0058823529411764705,0.0058823529411764705,0.12352941176470589,0.011764705882352941,0.0,0.2235294117647059,0.011764705882352941,0.01764705882352941,0.0
최정민,0.63,88.0,177.0,155.0,29.0,51.0,4.0,1.0,0.0,57.0,11.0,8.0,4.0,8.0,7.0,0.0,48.0,1.0,6.0,1.0,0.329,0.386,0.368,0.754,0.347,94.3,0.16,5500.0,0.09838998211091232,0.21274409044193215,0.6218647764449292,0.5854037267080745,0.8757062146892656,0.1638418079096045,0.288135593220339,0.022598870056497175,0.005649717514124294,0.0,0.3220338983050847,0.062146892655367235,0.04519774011299435,0.022598870056497175,0.04519774011299435,0.03954802259887006,0.0,0.2711864406779661,0.005649717514124294,0.03389830508474576,0.005649717514124294
나주환,0.57,24.0,65.0,57.0,13.0,22.0,2.0,0.0,5.0,39.0,12.0,0.0,4.0,2.0,3.0,0.0,6.0,4.0,3.0,0.0,0.386,0.436,0.684,1.12,0.462,164.4,0.28,15000.0,0.09302325581395346,0.2250770811921891,0.8129770992366412,0.8695652173913044,0.8769230769230769,0.2,0.3384615384615385,0.03076923076923077,0.0,0.07692307692307693,0.6,0.18461538461538463,0.0,0.06153846153846154,0.03076923076923077,0.046153846153846156,0.0,0.09230769230769231,0.06153846153846154,0.046153846153846156,0.0
김동엽,0.56,57.0,150.0,143.0,19.0,48.0,8.0,0.0,6.0,74.0,23.0,2.0,1.0,5.0,1.0,0.0,41.0,3.0,0.0,1.0,0.336,0.36,0.517,0.878,0.388,118.6,0.24,4700.0,0.092128801431127,0.2209660842754368,0.688113413304253,0.6816770186335404,0.9533333333333334,0.12666666666666668,0.32,0.05333333333333334,0.0,0.04,0.49333333333333335,0.15333333333333332,0.013333333333333334,0.006666666666666667,0.03333333333333333,0.006666666666666667,0.0,0.2733333333333333,0.02,0.0,0.006666666666666667
박재상,0.49,94.0,288.0,255.0,37.0,76.0,14.0,1.0,6.0,110.0,35.0,3.0,6.0,27.0,0.0,0.0,37.0,9.0,4.0,2.0,0.298,0.363,0.431,0.794,0.357,98.9,0.31,25000.0,0.08586762075134166,0.22816032887975332,0.6344056706652127,0.6164596273291926,0.8854166666666666,0.1284722222222222,0.2638888888888889,0.04861111111111111,0.003472222222222222,0.020833333333333332,0.3819444444444444,0.12152777777777778,0.010416666666666666,0.020833333333333332,0.09375,0.0,0.0,0.1284722222222222,0.03125,0.013888888888888888,0.006944444444444444
박승욱,0.28,36.0,103.0,87.0,19.0,24.0,4.0,1.0,3.0,39.0,13.0,2.0,1.0,9.0,2.0,0.0,28.0,0.0,4.0,1.0,0.276,0.354,0.448,0.802,0.347,92.5,-0.09,3500.0,0.06708407871198568,0.18705035971223022,0.6169574700109052,0.6226708074534162,0.8446601941747572,0.18446601941747573,0.23300970873786409,0.038834951456310676,0.009708737864077669,0.02912621359223301,0.3786407766990291,0.1262135922330097,0.019417475728155338,0.009708737864077669,0.08737864077669903,0.019417475728155338,0.0,0.27184466019417475,0.0,0.038834951456310676,0.009708737864077669
최정용,0.01,48.0,61.0,54.0,10.0,16.0,1.0,1.0,0.0,19.0,2.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,4.0,0.0,0.296,0.333,0.352,0.685,0.3,63.5,-0.31,3500.0,0.04293381037567083,0.1644398766700925,0.5378953107960742,0.531832298136646,0.8852459016393442,0.16393442622950818,0.26229508196721313,0.01639344262295082,0.01639344262295082,0.0,0.3114754098360656,0.03278688524590164,0.0,0.0,0.04918032786885246,0.0,0.0,0.26229508196721313,0.0,0.06557377049180328,0.0
최형우,7.75,138.0,618.0,519.0,99.0,195.0,46.0,2.0,31.0,338.0,144.0,2.0,2.0,83.0,9.0,8.0,83.0,12.0,0.0,7.0,0.376,0.464,0.651,1.116,0.48,177.8,5.5,150000.0,0.7352415026833631,0.7615621788283659,0.8495092693565977,0.8664596273291927,0.8398058252427184,0.16019417475728157,0.3155339805825243,0.0744336569579288,0.003236245954692557,0.05016181229773463,0.5469255663430421,0.23300970873786409,0.003236245954692557,0.003236245954692557,0.1343042071197411,0.014563106796116505,0.012944983818770227,0.1343042071197411,0.019417475728155338,0.0,0.011326860841423949
구자욱,3.96,108.0,495.0,428.0,105.0,147.0,19.0,13.0,14.0,234.0,77.0,10.0,5.0,55.0,5.0,1.0,68.0,4.0,2.0,5.0,0.343,0.42,0.547,0.967,0.427,142.5,4.99,16000.0,0.39624329159212873,0.709146968139774,0.7532715376226826,0.7507763975155279,0.8646464646464647,0.21212121212121213,0.296969696969697,0.03838383838383838,0.026262626262626262,0.028282828282828285,0.4727272727272727,0.15555555555555556,0.020202020202020204,0.010101010101010102,0.1111111111111111,0.010101010101010102,0.00202020202020202,0.13737373737373737,0.00808080808080808,0.00404040404040404,0.010101010101010102
이승엽,2.62,142.0,623.0,542.0,91.0,164.0,32.0,2.0,27.0,281.0,118.0,5.0,2.0,65.0,8.0,1.0,89.0,7.0,0.0,8.0,0.303,0.38,0.518,0.899,0.396,123.1,2.49,100000.0,0.276386404293381,0.4522096608427544,0.700381679389313,0.6979813664596274,0.869983948635634,0.14606741573033707,0.26324237560192615,0.051364365971107544,0.0032102728731942215,0.04333868378812199,0.4510433386837881,0.18940609951845908,0.008025682182985553,0.0032102728731942215,0.1043338683788122,0.012841091492776886,0.0016051364365971107,0.14285714285714285,0.011235955056179775,0.0,0.012841091492776886
박해민,2.19,141.0,641.0,564.0,109.0,169.0,26.0,12.0,4.0,231.0,61.0,52.0,15.0,49.0,3.0,2.0,87.0,6.0,22.0,3.0,0.3,0.357,0.41,0.767,0.339,86.5,1.06,23000.0,0.23792486583184255,0.3052415210688592,0.6005997818974919,0.5954968944099379,0.8798751950078003,0.17004680187207488,0.26365054602184085,0.0405616224648986,0.0187207488299532,0.0062402496099844,0.36037441497659906,0.09516380655226209,0.0811232449297972,0.0234009360374415,0.07644305772230889,0.0046801872074883,0.0031201248049922,0.1357254290171607,0.0093603744149766,0.0343213728549142,0.0046801872074883
박한이,1.57,110.0,401.0,349.0,57.0,105.0,21.0,0.0,14.0,168.0,69.0,1.0,0.0,40.0,2.0,2.0,72.0,5.0,6.0,4.0,0.301,0.372,0.481,0.854,0.374,109.2,3.4,45000.0,0.18246869409660105,0.5457348406988695,0.6624863685932388,0.6630434782608696,0.8703241895261845,0.14214463840399003,0.26184538653366585,0.05236907730673317,0.0,0.034912718204488775,0.41895261845386533,0.17206982543640897,0.0024937655860349127,0.0,0.09975062344139651,0.004987531172069825,0.004987531172069825,0.17955112219451372,0.012468827930174564,0.014962593516209476,0.00997506234413965
백상원,1.36,132.0,517.0,445.0,60.0,128.0,19.0,3.0,3.0,162.0,49.0,8.0,3.0,51.0,4.0,0.0,69.0,15.0,10.0,7.0,0.288,0.361,0.364,0.725,0.335,83.9,0.45,9000.0,0.16368515205724507,0.2425488180883864,0.5935114503816794,0.562888198757764,0.8607350096711799,0.11605415860735009,0.24758220502901354,0.0367504835589942,0.005802707930367505,0.005802707930367505,0.31334622823984526,0.09477756286266925,0.015473887814313346,0.005802707930367505,0.09864603481624758,0.007736943907156673,0.0,0.13346228239845262,0.029013539651837523,0.019342359767891684,0.013539651837524178
최재원,1.15,28.0,105.0,81.0,20.0,27.0,3.0,0.0,4.0,42.0,16.0,3.0,1.0,17.0,3.0,0.0,17.0,2.0,2.0,2.0,0.333,0.456,0.519,0.975,0.432,146.5,0.96,6500.0,0.14490161001788907,0.2949640287769784,0.7641766630316249,0.7569875776397516,0.7714285714285715,0.19047619047619047,0.2571428571428571,0.02857142857142857,0.0,0.0380952380952381,0.4,0.1523809523809524,0.02857142857142857,0.009523809523809525,0.1619047619047619,0.02857142857142857,0.0,0.1619047619047619,0.01904761904761905,0.01904761904761905,0.01904761904761905
이지영,0.98,129.0,419.0,390.0,36.0,116.0,12.0,0.0,7.0,149.0,50.0,3.0,2.0,12.0,7.0,0.0,32.0,13.0,8.0,2.0,0.297,0.329,0.382,0.711,0.321,75.2,-0.03,26000.0,0.129695885509839,0.19321685508735867,0.5697928026172301,0.5520186335403726,0.9307875894988067,0.08591885441527446,0.27684964200477324,0.028639618138424822,0.0,0.016706443914081145,0.3556085918854415,0.11933174224343675,0.007159904534606206,0.00477326968973747,0.028639618138424822,0.016706443914081145,0.0,0.07637231503579953,0.031026252983293555,0.01909307875894988,0.00477326968973747
조동찬,0.79,90.0,282.0,247.0,32.0,68.0,11.0,1.0,10.0,111.0,36.0,0.0,1.0,26.0,3.0,0.0,64.0,7.0,3.0,3.0,0.275,0.348,0.449,0.797,0.354,95.6,0.62,40000.0,0.11270125223613595,0.26002055498458376,0.6254089422028353,0.6187888198757765,0.875886524822695,0.11347517730496454,0.24113475177304963,0.03900709219858156,0.0035460992907801418,0.03546099290780142,0.39361702127659576,0.1276595744680851,0.0,0.0035460992907801418,0.09219858156028368,0.010638297872340425,0.0,0.22695035460992907,0.024822695035460994,0.010638297872340425,0.010638297872340425
배영섭,0.71,93.0,381.0,323.0,53.0,86.0,17.0,0.0,4.0,115.0,22.0,5.0,8.0,51.0,5.0,0.0,42.0,10.0,1.0,1.0,0.266,0.374,0.356,0.73,0.348,92.5,-0.59,15000.0,0.10554561717352412,0.1356628982528263,0.6169574700109052,0.5667701863354038,0.847769028871391,0.13910761154855644,0.22572178477690288,0.04461942257217848,0.0,0.010498687664041995,0.30183727034120733,0.05774278215223097,0.013123359580052493,0.02099737532808399,0.13385826771653545,0.013123359580052493,0.0,0.11023622047244094,0.026246719160104987,0.0026246719160104987,0.0026246719160104987
김상수,0.4,105.0,401.0,358.0,56.0,97.0,13.0,0.0,3.0,119.0,38.0,6.0,4.0,23.0,8.0,0.0,39.0,9.0,8.0,4.0,0.271,0.326,0.332,0.658,0.304,64.5,-1.19,31000.0,0.07781753130590338,0.07399794450154161,0.5406215921483097,0.5108695652173914,0.8927680798004988,0.1396508728179551,0.24189526184538654,0.032418952618453865,0.0,0.007481296758104738,0.2967581047381546,0.09476309226932668,0.014962593516209476,0.00997506234413965,0.057356608478802994,0.0199501246882793,0.0,0.09725685785536159,0.022443890274314215,0.0199501246882793,0.00997506234413965
우동균,-0.04,33.0,82.0,68.0,14.0,15.0,1.0,0.0,2.0,22.0,10.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,1.0,1.0,0.221,0.333,0.324,0.657,0.309,67.1,0.38,5500.0,0.03846153846153845,0.23535457348406988,0.5477099236641221,0.5100931677018634,0.8292682926829268,0.17073170731707318,0.18292682926829268,0.012195121951219513,0.0,0.024390243902439025,0.2682926829268293,0.12195121951219512,0.0,0.0,0.14634146341463414,0.0,0.0,0.12195121951219512,0.0,0.012195121951219513,0.012195121951219513
