이름,WAR,G,타석,타수,득점,안타,X2타,X3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC,WPA,target,WAR_min_max,WPA_min_max,wRC_min_max,OPS_min_max,타수1,득점1,안타1,X2타1,X3타1,홈런1,루타1,타점1,도루1,도실1,볼넷1,사구1,고41,삼진1,병살1,희타1,희비1
오현근,-0.08,20.0,36.0,28.0,3.0,6.0,2.0,0.0,0.0,8.0,3.0,1.0,1.0,6.0,0.0,0.0,6.0,0.0,2.0,0.0,0.214,0.353,0.286,0.639,0.297,66.3,-0.27,3000.0,0.03488372093023255,0.16855087358684478,0.5455288985823337,0.49611801242236025,0.7777777777777778,0.08333333333333333,0.16666666666666666,0.05555555555555555,0.0,0.0,0.2222222222222222,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0
장성우,0.33,22.0,56.0,49.0,4.0,12.0,2.0,1.0,3.0,25.0,12.0,0.0,0.0,5.0,0.0,0.0,12.0,3.0,1.0,1.0,0.245,0.309,0.51,0.819,0.342,92.9,0.35,5500.0,0.07155635062611806,0.23227132579650564,0.6180479825517994,0.6358695652173912,0.875,0.07142857142857142,0.21428571428571427,0.03571428571428571,0.017857142857142856,0.05357142857142857,0.44642857142857145,0.21428571428571427,0.0,0.0,0.08928571428571429,0.0,0.0,0.21428571428571427,0.05357142857142857,0.017857142857142856,0.017857142857142856
정훈,3.41,135.0,562.0,486.0,85.0,146.0,27.0,2.0,9.0,204.0,62.0,16.0,6.0,52.0,14.0,2.0,102.0,14.0,7.0,3.0,0.3,0.382,0.42,0.802,0.363,110.1,-0.65,21000.0,0.3470483005366726,0.1294964028776978,0.6649400218102508,0.6226708074534162,0.8647686832740213,0.1512455516014235,0.2597864768683274,0.04804270462633452,0.0035587188612099642,0.01601423487544484,0.36298932384341637,0.1103202846975089,0.028469750889679714,0.010676156583629894,0.09252669039145907,0.02491103202846975,0.0035587188612099642,0.18149466192170818,0.02491103202846975,0.012455516014234875,0.005338078291814947
최준석,3.04,144.0,618.0,507.0,78.0,155.0,18.0,1.0,31.0,268.0,109.0,0.0,0.0,108.0,1.0,4.0,134.0,17.0,1.0,1.0,0.306,0.428,0.529,0.957,0.422,148.0,4.56,40000.0,0.31395348837209297,0.6649537512846865,0.7682660850599783,0.7430124223602484,0.8203883495145631,0.1262135922330097,0.25080906148867316,0.02912621359223301,0.0016181229773462784,0.05016181229773463,0.4336569579288026,0.17637540453074432,0.0,0.0,0.17475728155339806,0.0016181229773462784,0.006472491909385114,0.2168284789644013,0.02750809061488673,0.0016181229773462784,0.0016181229773462784
하준호,-0.26,12.0,30.0,30.0,3.0,5.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.167,0.167,0.3,0.467,0.2,1.2,-0.23,2400.0,0.018783542039355984,0.1726618705035971,0.3680479825517994,0.3625776397515528,1.0,0.1,0.16666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0
황재균,4.01,144.0,596.0,534.0,95.0,155.0,41.0,2.0,26.0,278.0,97.0,11.0,10.0,48.0,4.0,1.0,122.0,14.0,4.0,6.0,0.29,0.35,0.521,0.87,0.375,115.4,1.43,50000.0,0.40071556350626114,0.34326824254881805,0.6793893129770993,0.6754658385093167,0.8959731543624161,0.1593959731543624,0.2600671140939597,0.06879194630872483,0.003355704697986577,0.0436241610738255,0.4664429530201342,0.16275167785234898,0.018456375838926176,0.016778523489932886,0.08053691275167785,0.006711409395973154,0.0016778523489932886,0.20469798657718122,0.02348993288590604,0.006711409395973154,0.010067114093959731
강민호,5.0,116.0,460.0,381.0,65.0,123.0,26.0,0.0,20.0,209.0,72.0,4.0,0.0,66.0,10.0,4.0,91.0,7.0,0.0,3.0,0.323,0.433,0.549,0.981,0.434,147.7,5.06,100000.0,0.4892665474060822,0.7163412127440905,0.7674482006543075,0.7616459627329193,0.8282608695652174,0.14130434782608695,0.2673913043478261,0.05652173913043478,0.0,0.043478260869565216,0.4543478260869565,0.1565217391304348,0.008695652173913044,0.0,0.14347826086956522,0.021739130434782608,0.008695652173913044,0.19782608695652174,0.015217391304347827,0.0,0.006521739130434782
김동한,0.05,50.0,96.0,88.0,6.0,23.0,5.0,0.0,0.0,28.0,12.0,4.0,1.0,6.0,0.0,0.0,16.0,1.0,2.0,0.0,0.261,0.309,0.318,0.627,0.29,56.0,0.14,3800.0,0.04651162790697674,0.210688591983556,0.5174482006543075,0.48680124223602483,0.9166666666666666,0.0625,0.23958333333333334,0.052083333333333336,0.0,0.0,0.2916666666666667,0.125,0.041666666666666664,0.010416666666666666,0.0625,0.0,0.0,0.16666666666666666,0.010416666666666666,0.020833333333333332,0.0
김문호,2.47,140.0,599.0,526.0,77.0,171.0,28.0,3.0,7.0,226.0,70.0,12.0,15.0,62.0,6.0,1.0,70.0,15.0,3.0,2.0,0.325,0.401,0.43,0.831,0.384,117.0,1.35,14000.0,0.2629695885509839,0.33504624871531347,0.6837513631406762,0.6451863354037267,0.8781302170283807,0.1285475792988314,0.2854757929883139,0.04674457429048414,0.005008347245409015,0.011686143572621035,0.3772954924874791,0.11686143572621036,0.02003338898163606,0.025041736227045076,0.10350584307178631,0.01001669449081803,0.001669449081803005,0.11686143572621036,0.025041736227045076,0.005008347245409015,0.00333889816360601
김사훈,0.02,19.0,36.0,28.0,5.0,9.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,5.0,0.0,0.321,0.387,0.357,0.744,0.307,68.0,-0.05,2900.0,0.043828264758497305,0.1911613566289825,0.5501635768811342,0.577639751552795,0.7777777777777778,0.1388888888888889,0.25,0.027777777777777776,0.0,0.0,0.2777777777777778,0.1111111111111111,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.027777777777777776,0.1388888888888889,0.0
김상호,0.57,114.0,415.0,366.0,39.0,106.0,20.0,0.0,7.0,147.0,56.0,3.0,1.0,38.0,4.0,2.0,84.0,10.0,2.0,5.0,0.29,0.358,0.402,0.76,0.347,92.6,-0.92,6000.0,0.09302325581395346,0.10174717368961972,0.6172300981461287,0.5900621118012422,0.8819277108433735,0.09397590361445783,0.25542168674698795,0.04819277108433735,0.0,0.016867469879518072,0.3542168674698795,0.13493975903614458,0.007228915662650603,0.0024096385542168677,0.09156626506024096,0.00963855421686747,0.004819277108433735,0.20240963855421687,0.024096385542168676,0.004819277108433735,0.012048192771084338
김주현,-0.11,21.0,33.0,29.0,4.0,6.0,4.0,0.0,0.0,10.0,1.0,1.0,0.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,0.207,0.281,0.345,0.626,0.279,47.6,-0.46,3400.0,0.03220035778175312,0.14902363823227133,0.4945474372955289,0.4860248447204969,0.8787878787878788,0.12121212121212122,0.18181818181818182,0.12121212121212122,0.0,0.0,0.30303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,0.0,0.030303030303030304,0.0
김준태,0.39,68.0,144.0,120.0,12.0,33.0,3.0,1.0,2.0,44.0,16.0,0.0,0.0,22.0,0.0,1.0,42.0,0.0,1.0,1.0,0.275,0.385,0.367,0.751,0.352,97.4,0.41,2500.0,0.07692307692307691,0.23843782117163412,0.6303162486368594,0.5830745341614907,0.8333333333333334,0.08333333333333333,0.22916666666666666,0.020833333333333332,0.006944444444444444,0.013888888888888888,0.3055555555555556,0.1111111111111111,0.0,0.0,0.1527777777777778,0.0,0.006944444444444444,0.2916666666666667,0.0,0.006944444444444444,0.006944444444444444
맥스웰,0.75,23.0,99.0,80.0,14.0,23.0,3.0,1.0,4.0,40.0,16.0,2.0,2.0,15.0,3.0,0.0,25.0,0.0,0.0,1.0,0.288,0.414,0.5,0.914,0.411,134.0,0.71,28000.0,0.10912343470483005,0.2692702980472764,0.7300981461286805,0.7096273291925467,0.8080808080808081,0.1414141414141414,0.23232323232323232,0.030303030303030304,0.010101010101010102,0.04040404040404041,0.40404040404040403,0.16161616161616163,0.020202020202020204,0.020202020202020204,0.15151515151515152,0.030303030303030304,0.0,0.25252525252525254,0.0,0.0,0.010101010101010102
문규현,0.27,120.0,368.0,316.0,38.0,86.0,10.0,0.0,4.0,108.0,40.0,2.0,3.0,29.0,1.0,0.0,39.0,10.0,19.0,2.0,0.272,0.333,0.342,0.675,0.301,62.9,-0.92,12000.0,0.0661896243291592,0.10174717368961972,0.5362595419847328,0.5240683229813665,0.8586956521739131,0.10326086956521739,0.23369565217391305,0.02717391304347826,0.0,0.010869565217391304,0.29347826086956524,0.10869565217391304,0.005434782608695652,0.008152173913043478,0.07880434782608696,0.002717391304347826,0.0,0.10597826086956522,0.02717391304347826,0.051630434782608696,0.005434782608695652
박헌도,0.36,37.0,82.0,69.0,9.0,18.0,7.0,0.0,3.0,34.0,11.0,1.0,0.0,10.0,3.0,0.0,25.0,1.0,0.0,0.0,0.261,0.378,0.493,0.871,0.39,118.6,0.11,5600.0,0.07423971377459748,0.20760534429599176,0.688113413304253,0.6762422360248448,0.8414634146341463,0.10975609756097561,0.21951219512195122,0.08536585365853659,0.0,0.036585365853658534,0.4146341463414634,0.13414634146341464,0.012195121951219513,0.0,0.12195121951219512,0.036585365853658534,0.0,0.3048780487804878,0.012195121951219513,0.0,0.0
손아섭,5.3,144.0,672.0,575.0,118.0,186.0,33.0,1.0,16.0,269.0,81.0,42.0,4.0,92.0,3.0,1.0,104.0,4.0,0.0,2.0,0.323,0.418,0.468,0.886,0.406,131.0,6.03,65000.0,0.5161001788908764,0.816032887975334,0.7219193020719739,0.687888198757764,0.8556547619047619,0.17559523809523808,0.2767857142857143,0.049107142857142856,0.001488095238095238,0.023809523809523808,0.40029761904761907,0.12053571428571429,0.0625,0.005952380952380952,0.13690476190476192,0.004464285714285714,0.001488095238095238,0.15476190476190477,0.005952380952380952,0.0,0.002976190476190476
신본기,0.82,25.0,104.0,81.0,13.0,25.0,4.0,0.0,1.0,32.0,10.0,0.0,1.0,13.0,8.0,0.0,12.0,3.0,2.0,0.0,0.309,0.451,0.395,0.846,0.402,128.1,0.52,5500.0,0.11538461538461536,0.24974306269270297,0.7140130861504908,0.656832298136646,0.7788461538461539,0.125,0.2403846153846154,0.038461538461538464,0.0,0.009615384615384616,0.3076923076923077,0.09615384615384616,0.0,0.009615384615384616,0.125,0.07692307692307693,0.0,0.11538461538461539,0.028846153846153848,0.019230769230769232,0.0
아두치,1.41,64.0,272.0,247.0,46.0,72.0,18.0,3.0,7.0,117.0,41.0,15.0,2.0,18.0,1.0,1.0,59.0,5.0,1.0,5.0,0.292,0.336,0.474,0.81,0.354,97.1,0.53,78000.0,0.16815742397137742,0.25077081192189105,0.6294983642311887,0.6288819875776398,0.9080882352941176,0.16911764705882354,0.2647058823529412,0.0661764705882353,0.011029411764705883,0.025735294117647058,0.43014705882352944,0.15073529411764705,0.05514705882352941,0.007352941176470588,0.0661764705882353,0.003676470588235294,0.003676470588235294,0.21691176470588236,0.01838235294117647,0.003676470588235294,0.01838235294117647
오현근,0.02,19.0,17.0,15.0,4.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0.294,0.2,0.494,0.254,33.9,0.0,3000.0,0.043828264758497305,0.1963001027749229,0.45719738276990185,0.3835403726708075,0.8823529411764706,0.23529411764705882,0.17647058823529413,0.0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,0.29411764705882354,0.0,0.0,0.0
이여상,-0.1,61.0,83.0,72.0,10.0,18.0,3.0,1.0,0.0,23.0,7.0,2.0,2.0,7.0,0.0,0.0,25.0,0.0,3.0,1.0,0.25,0.313,0.319,0.632,0.287,55.6,0.09,4000.0,0.0330948121645796,0.2055498458376156,0.5163576881134133,0.49068322981366463,0.8674698795180723,0.12048192771084337,0.21686746987951808,0.03614457831325301,0.012048192771084338,0.0,0.27710843373493976,0.08433734939759036,0.024096385542168676,0.024096385542168676,0.08433734939759036,0.0,0.0,0.30120481927710846,0.0,0.03614457831325301,0.012048192771084338
전준우,0.19,25.0,113.0,99.0,16.0,25.0,7.0,0.0,2.0,38.0,10.0,3.0,3.0,7.0,6.0,0.0,25.0,4.0,1.0,0.0,0.253,0.339,0.384,0.723,0.333,83.0,0.1,20500.0,0.05903398926654739,0.20657759506680368,0.5910577971646674,0.5613354037267081,0.8761061946902655,0.1415929203539823,0.22123893805309736,0.061946902654867256,0.0,0.017699115044247787,0.336283185840708,0.08849557522123894,0.02654867256637168,0.02654867256637168,0.061946902654867256,0.05309734513274336,0.0,0.22123893805309736,0.035398230088495575,0.008849557522123894,0.0
정훈,0.73,121.0,439.0,370.0,48.0,97.0,18.0,2.0,2.0,125.0,46.0,7.0,7.0,43.0,16.0,0.0,75.0,12.0,8.0,2.0,0.262,0.362,0.338,0.7,0.331,82.5,1.07,15000.0,0.10733452593917708,0.3062692702980473,0.5896946564885497,0.5434782608695652,0.8428246013667426,0.10933940774487472,0.22095671981776766,0.04100227790432802,0.004555808656036446,0.004555808656036446,0.2847380410022779,0.10478359908883828,0.015945330296127564,0.015945330296127564,0.0979498861047836,0.03644646924829157,0.0,0.17084282460136674,0.02733485193621868,0.018223234624145785,0.004555808656036446
최준석,0.7,116.0,396.0,325.0,49.0,85.0,10.0,0.0,19.0,152.0,70.0,0.0,0.0,64.0,3.0,2.0,102.0,14.0,0.0,4.0,0.262,0.384,0.468,0.852,0.381,113.9,1.26,40000.0,0.10465116279069767,0.32579650565262075,0.675299890948746,0.6614906832298136,0.8207070707070707,0.12373737373737374,0.21464646464646464,0.025252525252525252,0.0,0.047979797979797977,0.3838383838383838,0.17676767676767677,0.0,0.0,0.16161616161616163,0.007575757575757576,0.005050505050505051,0.25757575757575757,0.03535353535353535,0.0,0.010101010101010102
황재균,5.55,127.0,559.0,498.0,97.0,167.0,26.0,5.0,27.0,284.0,113.0,25.0,10.0,49.0,4.0,5.0,66.0,10.0,0.0,8.0,0.335,0.394,0.57,0.964,0.417,137.3,4.03,50000.0,0.5384615384615383,0.6104830421377184,0.7390948745910578,0.7484472049689441,0.8908765652951699,0.1735241502683363,0.29874776386404295,0.046511627906976744,0.008944543828264758,0.04830053667262969,0.5080500894454383,0.20214669051878353,0.044722719141323794,0.017889087656529516,0.08765652951699464,0.007155635062611807,0.008944543828264758,0.11806797853309481,0.017889087656529516,0.0,0.014311270125223614
강경학,0.11,120.0,376.0,311.0,50.0,80.0,7.0,4.0,2.0,101.0,27.0,4.0,3.0,40.0,5.0,1.0,58.0,3.0,18.0,3.0,0.257,0.348,0.325,0.673,0.304,66.4,-0.32,6500.0,0.05187835420393559,0.16341212744090441,0.5458015267175573,0.5225155279503106,0.8271276595744681,0.13297872340425532,0.2127659574468085,0.018617021276595744,0.010638297872340425,0.005319148936170213,0.26861702127659576,0.07180851063829788,0.010638297872340425,0.007978723404255319,0.10638297872340426,0.013297872340425532,0.0026595744680851063,0.15425531914893617,0.007978723404255319,0.047872340425531915,0.007978723404255319
김경언,2.76,107.0,437.0,377.0,58.0,127.0,21.0,1.0,16.0,198.0,78.0,1.0,3.0,50.0,2.0,3.0,89.0,9.0,5.0,3.0,0.337,0.414,0.525,0.94,0.411,136.4,4.94,20000.0,0.28890876565295165,0.7040082219938336,0.7366412213740459,0.7298136645962733,0.8627002288329519,0.13272311212814644,0.2906178489702517,0.04805491990846682,0.002288329519450801,0.036613272311212815,0.45308924485125857,0.17848970251716248,0.002288329519450801,0.006864988558352402,0.11441647597254005,0.004576659038901602,0.006864988558352402,0.2036613272311213,0.020594965675057208,0.011441647597254004,0.006864988558352402
김태균,4.17,133.0,524.0,408.0,61.0,129.0,28.0,0.0,21.0,220.0,104.0,3.0,1.0,98.0,12.0,12.0,80.0,19.0,1.0,5.0,0.316,0.457,0.539,0.996,0.436,153.7,5.83,160000.0,0.41502683363148474,0.7954779033915725,0.7838058887677208,0.7732919254658386,0.7786259541984732,0.11641221374045801,0.24618320610687022,0.05343511450381679,0.0,0.04007633587786259,0.4198473282442748,0.1984732824427481,0.0057251908396946565,0.0019083969465648854,0.18702290076335878,0.022900763358778626,0.022900763358778626,0.15267175572519084,0.03625954198473282,0.0019083969465648854,0.009541984732824428
김회성,0.79,83.0,268.0,225.0,36.0,47.0,10.0,2.0,16.0,109.0,35.0,2.0,4.0,28.0,10.0,0.0,58.0,4.0,3.0,2.0,0.209,0.321,0.484,0.805,0.345,93.5,-0.11,5500.0,0.11270125223613595,0.18499486125385406,0.6196837513631407,0.6250000000000001,0.8395522388059702,0.13432835820895522,0.17537313432835822,0.03731343283582089,0.007462686567164179,0.05970149253731343,0.40671641791044777,0.13059701492537312,0.007462686567164179,0.014925373134328358,0.1044776119402985,0.03731343283582089,0.0,0.21641791044776118,0.014925373134328358,0.011194029850746268,0.007462686567164179
모건,0.21,10.0,42.0,33.0,2.0,9.0,2.0,0.0,0.0,11.0,5.0,1.0,1.0,4.0,4.0,0.0,8.0,1.0,0.0,1.0,0.273,0.405,0.333,0.738,0.359,102.4,0.15,55000.0,0.06082289803220035,0.21171634121274407,0.6439476553980371,0.5729813664596274,0.7857142857142857,0.047619047619047616,0.21428571428571427,0.047619047619047616,0.0,0.0,0.2619047619047619,0.11904761904761904,0.023809523809523808,0.023809523809523808,0.09523809523809523,0.09523809523809523,0.0,0.19047619047619047,0.023809523809523808,0.0,0.023809523809523808
박노민,0.03,23.0,26.0,24.0,1.0,8.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.333,0.385,0.333,0.718,0.344,91.6,-0.29,4000.0,0.04472271914132378,0.16649537512846865,0.6145038167938931,0.5574534161490683,0.9230769230769231,0.038461538461538464,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0,0.4230769230769231,0.0,0.0,0.0
송광민,-0.02,12.0,41.0,37.0,2.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,11.0,1.0,1.0,0.0,0.243,0.3,0.297,0.597,0.276,48.0,-0.25,10000.0,0.040250447227191406,0.17060637204522094,0.4956379498364232,0.4635093167701863,0.9024390243902439,0.04878048780487805,0.21951219512195122,0.04878048780487805,0.0,0.0,0.2682926829268293,0.024390243902439025,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0,0.2682926829268293,0.024390243902439025,0.024390243902439025,0.0
이성열,0.67,97.0,254.0,219.0,34.0,55.0,10.0,2.0,9.0,96.0,35.0,1.0,1.0,19.0,9.0,1.0,83.0,5.0,5.0,2.0,0.251,0.333,0.438,0.772,0.336,87.0,1.17,25000.0,0.10196779964221823,0.31654676258992803,0.6019629225736096,0.5993788819875777,0.8622047244094488,0.13385826771653545,0.21653543307086615,0.03937007874015748,0.007874015748031496,0.03543307086614173,0.3779527559055118,0.1377952755905512,0.003937007874015748,0.003937007874015748,0.07480314960629922,0.03543307086614173,0.003937007874015748,0.32677165354330706,0.01968503937007874,0.01968503937007874,0.007874015748031496
이시찬,0.0,34.0,72.0,64.0,7.0,18.0,1.0,0.0,0.0,19.0,6.0,1.0,1.0,4.0,1.0,0.0,12.0,3.0,1.0,2.0,0.281,0.324,0.297,0.621,0.29,56.7,-0.39,5100.0,0.042039355992844356,0.15621788283658786,0.5193565976008725,0.48214285714285715,0.8888888888888888,0.09722222222222222,0.25,0.013888888888888888,0.0,0.0,0.2638888888888889,0.08333333333333333,0.013888888888888888,0.013888888888888888,0.05555555555555555,0.013888888888888888,0.0,0.16666666666666666,0.041666666666666664,0.013888888888888888,0.027777777777777776
이용규,4.96,124.0,585.0,493.0,94.0,168.0,15.0,7.0,4.0,209.0,42.0,28.0,10.0,68.0,9.0,5.0,45.0,4.0,11.0,4.0,0.341,0.427,0.424,0.851,0.386,119.6,2.61,70000.0,0.48568872987477635,0.46454265159301134,0.6908396946564885,0.6607142857142857,0.8427350427350427,0.1606837606837607,0.28717948717948716,0.02564102564102564,0.011965811965811967,0.006837606837606838,0.3572649572649573,0.07179487179487179,0.04786324786324787,0.017094017094017096,0.11623931623931624,0.015384615384615385,0.008547008547008548,0.07692307692307693,0.006837606837606838,0.018803418803418803,0.006837606837606838
이종환,0.04,31.0,88.0,84.0,13.0,26.0,3.0,0.0,0.0,29.0,12.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.31,0.341,0.345,0.686,0.321,77.2,-0.01,6200.0,0.04561717352415026,0.19527235354573483,0.5752453653217012,0.532608695652174,0.9545454545454546,0.14772727272727273,0.29545454545454547,0.03409090909090909,0.0,0.0,0.32954545454545453,0.13636363636363635,0.0,0.0,0.045454545454545456,0.0,0.0,0.17045454545454544,0.0,0.0,0.0
정근우,4.91,126.0,552.0,468.0,99.0,148.0,30.0,2.0,12.0,218.0,66.0,21.0,6.0,61.0,8.0,1.0,66.0,14.0,13.0,2.0,0.316,0.403,0.466,0.868,0.384,119.2,4.05,70000.0,0.48121645796064394,0.6125385405960946,0.6897491821155943,0.6739130434782609,0.8478260869565217,0.1793478260869565,0.26811594202898553,0.05434782608695652,0.0036231884057971015,0.021739130434782608,0.39492753623188404,0.11956521739130435,0.03804347826086957,0.010869565217391304,0.1105072463768116,0.014492753623188406,0.0018115942028985507,0.11956521739130435,0.025362318840579712,0.02355072463768116,0.0036231884057971015
정현석,0.6,43.0,133.0,116.0,20.0,36.0,6.0,0.0,1.0,45.0,12.0,0.0,0.0,13.0,2.0,1.0,24.0,3.0,2.0,0.0,0.31,0.389,0.388,0.777,0.356,100.7,-0.12,9500.0,0.0957066189624329,0.18396711202466598,0.6393129770992367,0.6032608695652174,0.8721804511278195,0.15037593984962405,0.2706766917293233,0.045112781954887216,0.0,0.007518796992481203,0.3383458646616541,0.09022556390977443,0.0,0.0,0.09774436090225563,0.015037593984962405,0.007518796992481203,0.18045112781954886,0.022556390977443608,0.015037593984962405,0.0
조인성,0.05,106.0,310.0,276.0,33.0,64.0,11.0,0.0,11.0,108.0,44.0,0.0,0.0,16.0,6.0,0.0,89.0,5.0,11.0,1.0,0.232,0.288,0.391,0.679,0.293,58.8,0.36,40000.0,0.04651162790697674,0.23329907502569372,0.5250817884405671,0.5271739130434783,0.8903225806451613,0.1064516129032258,0.2064516129032258,0.035483870967741936,0.0,0.035483870967741936,0.34838709677419355,0.14193548387096774,0.0,0.0,0.05161290322580645,0.01935483870967742,0.0,0.2870967741935484,0.016129032258064516,0.035483870967741936,0.0032258064516129032
최진행,2.38,109.0,410.0,333.0,55.0,97.0,17.0,0.0,18.0,168.0,64.0,0.0,3.0,65.0,4.0,6.0,101.0,9.0,5.0,3.0,0.291,0.41,0.505,0.914,0.397,128.2,2.06,18500.0,0.25491949910554557,0.408016443987667,0.7142857142857143,0.7096273291925467,0.8121951219512196,0.13414634146341464,0.23658536585365852,0.041463414634146344,0.0,0.04390243902439024,0.4097560975609756,0.15609756097560976,0.0,0.007317073170731708,0.15853658536585366,0.00975609756097561,0.014634146341463415,0.24634146341463414,0.02195121951219512,0.012195121951219513,0.007317073170731708
폭스,0.16,38.0,121.0,108.0,16.0,30.0,4.0,0.0,7.0,55.0,25.0,0.0,0.0,8.0,3.0,1.0,27.0,9.0,0.0,2.0,0.278,0.339,0.509,0.848,0.364,105.8,-0.14,8500.0,0.056350626118067966,0.18191161356628982,0.653217011995638,0.6583850931677019,0.8925619834710744,0.1322314049586777,0.24793388429752067,0.03305785123966942,0.0,0.05785123966942149,0.45454545454545453,0.2066115702479339,0.0,0.0,0.06611570247933884,0.024793388429752067,0.008264462809917356,0.2231404958677686,0.0743801652892562,0.0,0.01652892561983471
권용관,0.06,40.0,49.0,44.0,7.0,11.0,2.0,1.0,0.0,15.0,3.0,0.0,0.0,2.0,2.0,0.0,12.0,2.0,1.0,0.0,0.25,0.313,0.341,0.653,0.3,61.3,-0.68,8000.0,0.04740608228980321,0.12641315519013357,0.531897491821156,0.5069875776397516,0.8979591836734694,0.14285714285714285,0.22448979591836735,0.04081632653061224,0.02040816326530612,0.0,0.30612244897959184,0.061224489795918366,0.0,0.0,0.04081632653061224,0.04081632653061224,0.0,0.24489795918367346,0.04081632653061224,0.02040816326530612,0.0
김경언,0.26,66.0,217.0,182.0,23.0,48.0,6.0,1.0,5.0,71.0,25.0,3.0,0.0,28.0,2.0,0.0,46.0,7.0,2.0,3.0,0.264,0.363,0.39,0.753,0.346,90.0,-0.07,20000.0,0.06529516994633272,0.18910585817060635,0.6101417666303163,0.5846273291925466,0.8387096774193549,0.10599078341013825,0.22119815668202766,0.027649769585253458,0.004608294930875576,0.02304147465437788,0.3271889400921659,0.1152073732718894,0.013824884792626729,0.0,0.12903225806451613,0.009216589861751152,0.0,0.2119815668202765,0.03225806451612903,0.009216589861751152,0.013824884792626729
김원석,-0.02,11.0,9.0,8.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,0.333,0.25,0.583,0.293,56.3,-0.08,3000.0,0.040250447227191406,0.18807810894141827,0.5182660850599782,0.452639751552795,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
김태균,5.5,144.0,652.0,529.0,94.0,193.0,39.0,0.0,23.0,301.0,136.0,1.0,0.0,108.0,9.0,10.0,97.0,11.0,0.0,6.0,0.365,0.476,0.569,1.045,0.463,165.5,7.37,160000.0,0.533989266547406,0.9537512846865365,0.8159760087241004,0.8113354037267081,0.8113496932515337,0.1441717791411043,0.2960122699386503,0.0598159509202454,0.0,0.0352760736196319,0.4616564417177914,0.2085889570552147,0.0015337423312883436,0.0,0.1656441717791411,0.013803680981595092,0.015337423312883436,0.14877300613496933,0.01687116564417178,0.0,0.009202453987730062
김태완,0.25,24.0,24.0,20.0,3.0,7.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.35,0.458,0.5,0.958,0.441,152.9,-0.13,8000.0,0.06440071556350625,0.1829393627954779,0.7816248636859324,0.7437888198757764,0.8333333333333334,0.125,0.2916666666666667,0.041666666666666664,0.041666666666666664,0.0,0.4166666666666667,0.0,0.0,0.0,0.125,0.041666666666666664,0.0,0.3333333333333333,0.0,0.0,0.0
로사리오,3.01,127.0,532.0,492.0,78.0,158.0,31.0,2.0,33.0,292.0,120.0,1.0,3.0,33.0,4.0,3.0,90.0,16.0,1.0,2.0,0.321,0.367,0.594,0.961,0.411,131.0,3.53,150000.0,0.3112701252236135,0.5590955806783144,0.7219193020719739,0.7461180124223602,0.924812030075188,0.14661654135338345,0.29699248120300753,0.05827067669172932,0.0037593984962406013,0.06203007518796992,0.5488721804511278,0.22556390977443608,0.0018796992481203006,0.005639097744360902,0.06203007518796992,0.007518796992481203,0.005639097744360902,0.16917293233082706,0.03007518796992481,0.0018796992481203006,0.0037593984962406013
